reviewer,description,rating,review_date
Marcos Ramirez,at this time it was a bit better compared to the time when I had the problem with the car from when i had to take the car like 3 or 4 times for the technician to tell me that it was the starter that was bad making me spend unnecessary money …,4.0,3 months ago
Nelly W,,4.0,3 months ago
Christina Sanders,,5.0,3 months ago
Jayen Patel,"I had a great service experience with Wasif Khan.  Every time I get my Honda service I always ask for Wasif.  He is very kind, knowledgeable, and has great customer service skills.  He always recommends just what I need serviced and never more.  Next time you need your Honda serviced ask for Wasif Khan.  Thanks.",5.0,3 months ago
Alyssa Smith,Satisfied with the whole visit overall- everything was taken care of and explained to me with what was going on with my car during service! Jason was amazing!,5.0,3 months ago
Donna Fong,,5.0,3 months ago
Jesus Garibay,"Cristina Sanchez did a great job, till now the best sale person we met.",5.0,3 months ago
Roy Payne,Great service.,5.0,4 months ago
Donna Hager,Experience was great! Left with a brand new 2020 Honda Civic! Wasif and Ali are great! Would definitely recommend going here for anyone looking for great car service with affordable prices.,5.0,4 months ago
Rebecca Perez,"My service guy Felipe was excellent, he went over everything with me in detail. I  could tell he likes what he does and cares about giving good customer service to his customers. The Dealership it self is always very well kept and is always staffed with excellent smiling, friendly workers.",5.0,4 months ago
Lai DeQuina,Mr. Jose Perez at Concord Branch is the best dealer/Product Specialist I’ve ever encountered. Will recommend!!! 5 star for me,5.0,4 months ago
ireneo dimagiba,,5.0,3 months ago
Linda Pass,,5.0,3 months ago
Miguel Alaniz,,5.0,3 months ago
Annette Massey,"I called the Pittsburg store first (since that is where I usually get serviced).  It was after 830a and they didn’t answer the phone.  I called Concord, while in route home, and I was able to make an appt around the time I would arrive I …",5.0,3 months ago
John Franklin,Went to purchase an used civic here. Got a 1.9% APR. Buy honda itself is advertising 0.9 for used cars. So need to know what's happening. Or you will be dealt a bad hand...,3.0,3 months ago
Cheleia Jackson,I bought my first car at Honda of Concord. Cristina Sanchez is the bomb she went over and beyond to make sure I got the car I wanted and was satisfied with my purchase.I advise anyone seeking to purchase a vehicle from Honda of Concord to go see Cristina Sanchez!!! She is wonderful!!!,5.0,4 months ago
Jami Martinez,"My past experience at Concord Honda has not been so pleasant however, Sandra was not only very helpful she was a breath of fresh air to deal with.  Her customer services skills are outstanding!  She is an asset to your company and you are lucky to have her.  If I ever have to return to Concord Honda I will request Sandra.",5.0,4 months ago
Arlet Cervantes,"First time buying my car and Jose Perez was super helpful , nice and made everything so much easier for me! Definitely recommend him!",5.0,4 months ago
Brian Alderman,Crooks. They told me my back brakes needed critical replacement they wanted to charge me almost 500.00 for just shoes on back brakes. I took it to my mechanic to fix he said I had over 50% left they were still good. This makes me wonder if they did any work at all on my car. We left paying 1100.00. I wont be going back!!,1.0,4 months ago
Roy Branda,I had left my car for the day and requested a wash after maintenance was done. The wash was not done when I arrived after getting a text that my car was ready.,3.0,4 months ago
lyle burks,"Great people, especially Wasif.",5.0,4 months ago
luis montoya,Karim Tabellout made our purchase very pleasant.,5.0,4 months ago
Monica Serrano,Tisoc is the salesperson who took care of me and he went out of his way to clarify all my questions and helped me a lot because not everything was clear with the first salesperson who attended me from the beginning.  Tisoc was with me step by step in the process of buying my car.  the best customer service.,5.0,4 months ago
Emilie Fleck 'student',"Excellent service and very fast! I had my airbags replaced due to a recall and they even checked my battery, brakes, and belt all for free",5.0,3 months ago
Nickolas Damato,,5.0,3 months ago
Gurjeet Singh Sandal,,5.0,3 months ago
Barbara Pfaffenberger,The process was very efficient and everything was non contact.  I appreciated getting a text with a link explaining recommended additional work to be done.  I would have given 5 stars except I was not happy that they waited until the …,3.0,3 months ago
Null,,5.0,3 months ago
Ronald Nicholson,"Asked to have passenger side window repaired, as it would not go down.",3.0,3 months ago
Mali S,"Sandra did an amazing job, my appointment was at 9, I got a phone call about an hour later. They completed the oil change quickly and even got my car cleaned I was pleased with the entire experience from start to finish",5.0,3 months ago
amanda Piantedosi,"The salesperson (Ali) was very friendly and helpful. He made an effort to make the process move smoothly. That said, it is unfortunate how the system is still designed so that the customer spends so much time waiting for the next step. The …",4.0,3 months ago
Muhammad YE,"Everything is great, but the labor fee is so expensive.",5.0,3 months ago
Koolaidnigg415,,5.0,3 months ago
Mandeep Kaur,Had a fantastic experience buying my vehicle . Prabesh is great . He made car buying a worry-free experience.  Highly recommend going to concord Honda (prabesh 👍),5.0,3 months ago
Maria Garcia,,5.0,3 months ago
Khesraw Baran,"Thank you wasif khan ,  great service !!",5.0,3 months ago
khesraw baran,,5.0,3 months ago
Matt Garcia,Great customer service.,5.0,3 months ago
Ishvinder Bassi,When I bought my Honda Accord I was convinced into buying the extra warranty,1.0,3 months ago
Carla Ingmire,"Great customer service at Honda begins with easy to use online scheduling. Once arriving their check in system is smooth, efficient and safe. Service coordinator knowledgeable and couteous. Service completed within time line promised. Pleasure bringing CRV in any time for service.",5.0,3 months ago
Mike,This place has a D- RATING by the Better Business Bureau for refusing to address 11 serious complaints! I've never seen more padded reviews before in my life! Read some of the 5 star reviews (most done by single review bots)!  I go here …,2.0,3 months ago
Bonni Haslem,"Great, courteous staff, clean restrooms, reliable service!",5.0,3 months ago
Ahlyia owen,,5.0,3 months ago
Juan Lile Troncoso-Ovalle,"Not very friendly staff,they dint even dust it off the ca nor vacuum etc.",2.0,3 months ago
Timothy Black,,5.0,3 months ago
Moumni Riadh,,5.0,3 months ago
maria bermejo,Great friendly service,5.0,3 months ago
Elona Hawkins,"I was completely satisfied with the my car service and  the customer service . Concord Honda is always my goto for my car  , knowing my car is in good hands make me happy. Felipe Maramba was a great help with excellent car service , he updated me on how long the wait was and gave good advice for which tier to choose  .",5.0,3 months ago
Jackie Rubalcava,,5.0,3 months ago
Cristian Lozano,"Drove over 1 and a half hours just because this place had the best deals around. If you come here make sure to ask for Karim, the guy who made sure I got the lowest possible payment and who took care of me throughout my entire time …",5.0,3 months ago
Warren Templeton,Concord Honda was good to me they took care of everything i needed thank you,4.0,3 months ago
Yahrem Godoy,,5.0,3 months ago
rosario avalos,I had the pleasure of meeting with Cristina . She was great explained everything and made the buying process easy. Great costumer service and I appreciated that she spoke Spanish witch made me more comfortable in understanding how the whole …,5.0,3 months ago
Antares Martinez,,5.0,3 months ago
Andre DeGuzman,Great service.,5.0,3 months ago
J.D. Hager,"Super helpful, on time, complimentary car wash. I know my car is in good hands.",5.0,3 months ago
Julia paredes,(Translated by Google) Excellent cervicios,5.0,3 months ago
laura cordova,,5.0,3 months ago
Michael Perez,,4.0,3 months ago
Jonathan Woolner,Ticos was the best salesperson I have dealt with to date. Best car buying experience to date. Michele in finance was friendly and super helpful. Great staff!!!,5.0,3 months ago
Henry Ho,,5.0,3 months ago
Wajma Naik,,5.0,3 months ago
Ashley Kissoon,"Although there was issues with trying to get my insurance verified, I had an amazing experience with buying my vehicle today! I would love to work with Ali and Michelle at Concord Honda!",5.0,3 months ago
Manuel Navarro,He very helpful very patience to explain,5.0,3 months ago
Melissa Moralejo,"Thank you, Wasif for taking care of my car service. You are pleasant from the moment I called to let you know what I needed for my car; the time I pulled my car into the service center (you knew who I was based on our appointment time) and …",5.0,3 months ago
don durham,Good and trustworthy,5.0,3 months ago
Crystal Williams,,5.0,3 months ago
Adriana Azdar,,5.0,3 months ago
Palestine Mucher,"My experience is always excellent, they get the job done and in a timely manner",5.0,3 months ago
Denise Robinson,"My experience w/ Saundra, Auto Advisor was excellent.  She understood my needs and provided me with excellent customer service.",5.0,3 months ago
Ricardo Tapia,Wasif really took care of me . He got me my 2 tires and rotated them so they'd be in the best position. Thank you,5.0,3 months ago
Cindy Greenblatt,I choose to get my Accord Serviced at Concord Honda because they only use HONDA parts and are very helpful in making recommendations on what NEEDS  to be done now vs what I should have done in the future.,5.0,3 months ago
Angelica Menchaca,Every experience I've ever had at Concord Honda has always been a good one. Everyone is super helpful and polite and they are always looking out for my best interest when it comes to purchasing a car.,5.0,3 months ago
